Date,Open,High,Low,Close,Volume,Closen,sma,bbm,bbh,bbl,CCI,CloseOpen_g,rmax,rmin,Close_ah,Close_al,Close_ah_2,Close_al_2,Close_r,Close_f,Close_rp,Closebbh_c,Close_ah100_v,Close_74,vol
2020-02-07,105.61,106.27,104.95,105.51,2464001,105.51,107.61,107.61,110.40,104.82,-105.30,-0.09,110.95,104.64,28.571428571428573,71.42857142857143,98.17142857142858,98.42857142857143,0.00,105.51,,0.00,0,109.15,1.20
2020-02-10,105.22,105.96,105.12,105.51,1568163,106.07,107.27,107.27,109.94,104.60,-92.16,0.27,110.95,104.64,21.428571428571427,64.28571428571429,98.12857142857143,98.38571428571429,0.00,0.00,,0.00,0,108.95,0.76
2020-02-11,105.81,107.11,104.75,106.62,2472888,106.69,107.09,107.09,109.65,104.52,-25.47,0.76,110.95,104.64,14.285714285714286,57.142857142857146,98.08571428571429,98.34285714285714,106.62,0.00,,0.00,0,108.70,1.20
2020-02-12,106.97,107.19,106.16,106.76,1609044,105.58,106.94,106.94,109.42,104.47,-10.41,-0.20,110.95,104.64,7.142857142857143,50.0,98.04285714285714,98.3,106.76,0.00,106.76,0.00,0,108.41,0.78
2020-02-13,106.33,106.99,104.13,104.40,2634244,104.16,106.48,106.48,108.53,104.42,-141.22,-1.85,109.44,104.40,0.0,100.0,98.0,98.6,0.00,104.40,,0.00,0,108.08,1.28
2020-02-14,104.54,104.93,103.74,103.92,1801701,104.51,106.18,106.18,108.35,104.02,-146.49,-0.60,109.44,103.92,14.285714285714286,100.0,98.08571428571429,98.6,0.00,103.92,,0.00,0,107.74,0.88
2020-02-17,103.90,105.24,103.68,105.10,1254924,104.60,105.94,105.94,107.91,103.97,-59.43,1.14,109.44,103.92,7.142857142857143,92.85714285714286,98.04285714285714,98.55714285714286,105.10,0.00,105.10,0.00,0,107.40,0.61
2020-02-18,104.07,104.36,103.35,104.09,1545626,104.11,105.55,105.55,107.05,104.06,-136.89,0.02,107.01,103.92,0.0,85.71428571428571,98.0,98.51428571428572,0.00,104.09,,0.00,0,107.07,0.75
2020-02-19,104.29,104.68,103.53,104.13,1511304,103.82,105.35,105.35,106.81,103.89,-116.62,-0.15,106.99,103.92,0.0,78.57142857142857,98.0,98.47142857142858,104.13,0.00,104.13,0.00,0,106.76,0.73
2020-02-20,104.03,104.85,103.51,103.51,1559382,103.07,105.24,105.24,106.86,103.62,-149.83,-0.50,106.99,103.51,21.428571428571427,100.0,98.12857142857143,98.6,0.00,103.51,,0.00,0,106.49,0.76
2020-02-21,103.08,103.72,101.89,102.63,2606282,100.47,105.10,105.10,106.98,103.21,-183.46,-0.44,106.99,102.63,14.285714285714286,100.0,98.08571428571429,98.6,0.00,102.63,,0.00,0,106.26,1.27
2020-02-24,99.86,100.12,97.64,98.30,3847769,97.51,104.53,104.53,107.62,101.43,-281.29,-1.59,106.99,98.30,7.142857142857143,100.0,98.04285714285714,98.6,0.00,98.30,,0.00,0,106.03,1.87
2020-02-25,98.60,98.75,96.43,96.71,3390545,96.34,103.79,103.79,107.88,99.70,-242.19,-1.95,106.76,96.71,0.0,100.0,98.0,98.6,0.00,96.71,,0.00,0,105.82,1.65
2020-02-26,96.01,96.82,93.36,95.97,5193684,95.09,103.08,103.08,108.01,98.16,-202.18,-0.04,106.76,95.97,28.571428571428573,100.0,98.17142857142858,98.6,0.00,95.97,,0.00,0,105.61,2.53
2020-02-27,94.02,95.02,92.04,94.21,5478110,92.51,102.28,102.28,108.10,96.46,-194.04,0.20,106.76,94.21,21.428571428571427,100.0,98.12857142857143,98.6,0.00,94.21,,0.00,0,105.36,2.66
2020-02-28,90.57,91.74,88.57,90.80,8886250,90.04,101.23,101.23,108.28,94.17,-206.79,0.25,106.76,90.80,14.285714285714286,100.0,98.08571428571429,98.6,0.00,90.80,,0.00,0,105.06,4.32
2020-03-02,90.60,92.80,88.07,89.28,6264869,89.45,99.99,99.99,107.97,92.01,-187.81,-1.48,106.76,89.28,7.142857142857143,100.0,98.04285714285714,98.6,0.00,89.28,,0.00,0,104.67,3.05
2020-03-03,89.78,92.05,88.92,89.62,5231469,89.61,98.76,98.76,107.12,90.41,-153.17,-0.18,105.10,89.28,0.0,92.85714285714286,98.0,98.55714285714286,89.62,0.00,89.62,0.00,0,104.19,2.54
2020-03-04,89.52,90.08,88.68,89.59,3976765,88.68,97.70,97.70,106.38,89.02,-130.87,0.08,105.10,89.28,14.285714285714286,85.71428571428571,98.08571428571429,98.51428571428572,0.00,89.59,,0.00,0,103.58,1.93
2020-03-05,90.02,90.19,86.80,87.76,4184946,86.34,96.55,96.55,105.58,87.52,-136.21,-2.58,105.10,87.76,7.142857142857143,100.0,98.04285714285714,98.6,0.00,87.76,,0.00,0,102.83,2.03
2020-03-06,85.74,86.78,84.32,84.92,5704584,81.67,95.11,95.11,104.41,85.80,-153.27,-0.97,104.13,84.92,0.0,100.0,98.0,98.6,0.00,84.92,,0.00,0,101.94,2.77
2020-03-09,77.94,81.02,77.00,78.42,9682024,78.17,93.28,93.28,103.73,82.82,-198.89,0.61,104.13,78.42,7.142857142857143,100.0,98.04285714285714,98.6,0.00,78.42,,0.00,0,100.90,4.71
2020-03-10,79.43,82.32,77.80,77.92,8586149,77.79,91.40,91.40,102.34,80.46,-172.51,-1.94,103.51,77.92,0.0,100.0,98.0,98.6,0.00,77.92,,0.00,0,99.71,4.17
2020-03-11,78.92,80.41,77.07,77.66,6880594,72.73,89.56,89.56,100.46,78.65,-152.74,-1.62,102.63,77.66,0.0,100.0,98.0,98.6,0.00,77.66,,0.00,0,98.40,3.35
2020-03-12,74.04,74.65,67.80,67.80,12147550,67.80,87.07,87.07,99.37,74.76,-219.21,-9.20,98.30,67.80,0.0,100.0,98.0,98.6,0.00,67.80,,0.00,0,96.98,5.91
2020-03-13,69.84,73.93,66.21,67.80,10496509,66.01,84.89,84.89,98.25,71.53,-179.14,-3.01,96.71,67.80,0.0,100.0,98.0,98.6,0.00,0.00,,0.00,0,95.45,5.10
2020-03-16,63.81,66.71,60.97,64.22,11022132,65.07,82.57,82.57,97.07,68.07,-177.12,0.64,95.97,64.22,0.0,100.0,98.0,98.6,0.00,64.22,,0.00,0,93.83,5.36
2020-03-17,67.49,67.63,61.87,65.91,7881269,62.61,80.42,80.42,95.10,65.75,-138.43,-2.40,94.21,64.22,0.0,92.85714285714286,98.0,98.55714285714286,65.91,0.00,65.91,0.00,0,92.12,3.83
2020-03-18,63.33,63.79,58.69,59.31,7902696,59.32,77.93,77.93,93.45,62.41,-167.98,-6.78,90.80,59.31,0.0,100.0,98.0,98.6,0.00,59.31,,0.00,0,90.31,3.84
2020-03-19,59.19,62.84,57.26,59.32,5501206,62.30,75.68,75.68,91.72,59.64,-142.77,0.22,89.62,59.31,0.0,92.85714285714286,98.0,98.55714285714286,59.32,0.00,,0.00,0,88.40,2.67
2020-03-20,62.88,67.20,62.63,65.27,8720991,65.72,73.97,73.97,89.45,58.49,-78.64,3.66,89.62,59.31,7.142857142857143,85.71428571428571,98.04285714285714,98.51428571428572,65.27,0.00,,0.00,0,86.37,4.24
2020-03-23,62.35,68.78,61.38,66.16,5973070,69.99,72.29,72.29,86.64,57.94,-59.80,5.76,89.59,59.31,0.0,78.57142857142857,98.0,98.47142857142858,66.16,0.00,,0.00,0,84.21,2.90
2020-03-24,70.60,73.81,69.85,73.81,6895731,74.15,71.16,71.16,83.75,58.57,29.44,4.35,87.76,59.31,0.0,71.42857142857143,98.0,98.42857142857143,73.81,0.00,,0.00,0,81.96,3.35
2020-03-25,75.70,76.48,71.26,74.48,5656416,74.62,70.21,70.21,81.02,59.41,55.28,-1.64,84.92,59.31,0.0,64.28571428571429,98.0,98.38571428571429,74.48,0.00,,0.00,0,79.64,2.75
2020-03-26,72.58,75.18,72.15,74.76,4670634,72.92,69.49,69.49,78.77,60.21,79.53,2.92,78.42,59.31,0.0,57.142857142857146,98.0,98.34285714285714,74.76,0.00,74.76,0.00,0,77.33,2.27
2020-03-27,72.97,74.12,70.41,71.07,4682288,72.20,68.96,68.96,77.56,60.37,34.31,-2.67,77.92,59.31,0.0,50.0,98.0,98.3,0.00,71.07,,0.00,0,75.09,2.28
2020-03-30,71.56,73.32,70.26,73.32,3165604,74.40,68.64,68.64,76.66,60.61,81.72,2.40,77.66,59.31,0.0,42.857142857142854,98.0,98.25714285714285,73.32,0.00,,0.00,0,73.02,1.54
2020-03-31,74.34,76.90,73.42,75.48,5078327,73.80,68.48,68.48,76.17,60.79,127.43,1.51,75.48,59.31,0.0,35.714285714285715,98.0,98.21428571428571,75.48,0.00,75.48,0.00,0,71.23,2.47
2020-04-01,73.07,73.39,71.52,72.12,4274737,73.28,68.79,68.79,76.59,60.99,59.79,-1.32,75.48,59.31,92.85714285714286,28.571428571428573,98.55714285714286,98.17142857142858,0.00,72.12,,0.00,0,69.79,2.08
2020-04-02,72.05,75.16,71.80,74.43,5029019,74.40,69.26,69.26,77.33,61.20,89.71,3.20,75.48,59.31,85.71428571428571,21.428571428571427,98.51428571428572,98.12857142857143,74.43,0.00,74.43,0.00,0,68.78,2.45
2020-04-03,74.17,75.38,73.72,74.37,3277516,77.13,69.99,69.99,77.99,61.98,76.68,0.27,75.48,59.31,78.57142857142857,14.285714285714286,98.47142857142858,98.08571428571429,0.00,74.37,,0.00,0,68.19,1.59
2020-04-06,77.84,79.95,77.46,79.89,3990445,81.10,70.99,70.99,79.60,62.37,144.70,2.57,79.89,59.31,100.0,7.142857142857143,98.6,98.04285714285714,79.89,0.00,,79.60,100.0,68.03,1.94
2020-04-07,82.68,84.46,81.90,82.31,5116911,81.04,72.63,72.63,80.83,64.42,165.21,-0.45,82.31,59.32,100.0,0.0,98.6,98.0,82.31,0.00,82.31,0.00,100.0,68.25,2.49
2020-04-08,81.39,81.39,78.42,79.77,3876088,79.51,74.09,74.09,80.71,67.47,120.18,-2.03,82.31,65.27,92.85714285714286,0.0,98.55714285714286,98.0,0.00,79.77,,-80.71,0,68.79,1.88
2020-04-09,80.63,81.69,78.34,79.25,4318461,79.96,75.09,75.09,80.92,69.26,99.96,-1.74,82.31,66.16,85.71428571428571,0.0,98.51428571428572,98.0,0.00,79.25,,0.00,0,69.54,2.10
2020-04-14,80.51,81.55,79.26,80.66,2715462,78.60,76.12,76.12,81.06,71.18,128.60,0.19,82.31,71.07,78.57142857142857,0.0,98.47142857142858,98.0,80.66,0.00,80.66,0.00,0,70.43,1.32
2020-04-15,80.67,80.74,76.01,76.54,3960255,76.17,76.32,76.32,81.17,71.47,6.41,-5.40,82.31,71.07,71.42857142857143,21.428571428571427,98.42857142857143,98.12857142857143,0.00,76.54,,0.00,0,71.38,1.93
2020-04-16,77.40,77.61,75.22,75.79,3380510,77.12,76.41,76.41,81.21,71.61,-18.12,-2.12,82.31,71.07,64.28571428571429,14.285714285714286,98.38571428571429,98.08571428571429,0.00,75.79,,0.00,0,72.35,1.64
2020-04-17,78.43,80.43,78.17,78.44,4552456,78.65,76.67,76.67,81.48,71.87,51.42,0.01,82.31,71.07,57.142857142857146,7.142857142857143,98.34285714285714,98.04285714285714,78.44,0.00,,0.00,0,73.28,2.21
2020-04-20,79.34,79.55,76.45,78.86,2780457,77.20,77.23,77.23,81.53,72.94,53.11,-0.61,82.31,72.12,50.0,0.0,98.3,98.0,78.86,0.00,78.86,0.00,0,74.15,1.35
2020-04-21,78.01,78.12,74.80,75.54,3603011,76.26,77.39,77.39,81.45,73.33,-63.71,-3.27,82.31,72.12,42.857142857142854,14.285714285714286,98.25714285714285,98.08571428571429,0.00,75.54,,0.00,0,74.96,1.75
2020-04-22,76.29,77.22,75.61,76.98,2791824,77.55,77.50,77.50,81.49,73.50,-18.09,0.90,82.31,72.12,35.714285714285715,7.142857142857143,98.21428571428571,98.04285714285714,76.98,0.00,,0.00,0,75.69,1.36
2020-04-23,77.26,78.47,76.18,78.11,2693909,77.27,77.92,77.92,81.28,74.57,7.74,1.09,82.31,74.37,28.571428571428573,0.0,98.17142857142858,98.0,78.11,0.00,78.11,0.00,0,76.34,1.31
2020-04-24,76.87,78.32,76.29,76.42,2830696,78.04,78.07,78.07,81.19,74.95,-73.87,-0.59,82.31,74.37,21.428571428571427,7.142857142857143,98.12857142857143,98.04285714285714,0.00,76.42,,0.00,0,76.89,1.38
2020-04-27,78.14,79.68,77.79,79.65,2691959,81.18,78.44,78.44,81.23,75.66,60.65,1.90,82.31,75.54,14.285714285714286,0.0,98.08571428571429,98.0,79.65,0.00,,0.00,0,77.34,1.31
2020-04-28,79.65,83.40,79.55,82.70,4364395,84.15,78.64,78.64,81.82,75.47,178.79,3.69,82.70,75.54,100.0,64.28571428571429,98.6,98.38571428571429,82.70,0.00,,81.82,100.0,77.68,2.12
2020-04-29,82.72,86.00,82.32,85.60,3449532,84.05,78.88,78.88,82.78,74.98,241.03,3.36,85.60,75.54,100.0,57.142857142857146,98.6,98.34285714285714,85.60,0.00,85.60,0.00,100.0,77.91,1.68
2020-04-30,86.51,86.70,82.09,82.50,4575460,80.61,79.07,79.07,83.20,74.95,116.27,-4.86,85.60,75.54,92.85714285714286,50.0,98.55714285714286,98.3,0.00,82.50,,-83.20,0,78.05,2.22
2020-05-04,80.28,80.53,78.15,78.72,3778433,80.04,79.04,79.04,83.16,74.91,-10.74,-1.98,85.60,75.54,85.71428571428571,42.857142857142854,98.51428571428572,98.25714285714285,0.00,78.72,,0.00,0,78.12,1.84
2020-05-05,80.28,81.49,79.22,81.35,2710532,80.85,79.09,79.09,83.26,74.91,75.93,1.32,85.60,75.54,78.57142857142857,35.714285714285715,98.47142857142858,98.21428571428571,81.35,0.00,81.35,0.00,0,78.16,1.32
2020-05-06,81.45,81.70,79.99,80.35,1991219,81.25,79.36,79.36,83.42,75.29,34.16,-1.37,85.60,75.54,71.42857142857143,28.571428571428573,98.42857142857143,98.17142857142858,0.00,80.35,,0.00,0,78.20,0.97
2020-05-07,79.64,82.14,79.40,82.14,2584259,84.10,79.81,79.81,83.73,75.89,83.20,3.04,85.60,75.54,64.28571428571429,21.428571428571427,98.38571428571429,98.12857142857143,82.14,0.00,,0.00,0,78.29,1.26
2020-05-08,85.26,87.80,83.88,86.06,4559752,85.96,80.36,80.36,84.86,75.85,177.12,0.93,86.06,75.54,100.0,14.285714285714286,98.6,98.08571428571429,86.06,0.00,86.06,84.86,100.0,78.45,2.22
2020-05-11,87.09,87.80,85.07,85.86,2753249,85.73,80.86,80.86,85.76,75.95,142.91,-1.43,86.06,75.54,92.85714285714286,7.142857142857143,98.55714285714286,98.04285714285714,0.00,85.86,,0.00,0,78.69,1.34
2020-05-12,85.23,86.08,84.47,85.60,2292179,84.74,81.57,81.57,86.27,76.88,119.95,0.43,86.06,76.42,85.71428571428571,0.0,98.51428571428572,98.0,0.00,85.60,,-86.27,0,79.01,1.11
2020-05-13,84.29,84.97,83.08,83.88,2788298,82.93,82.07,82.07,86.45,77.69,57.95,-0.49,86.06,76.42,78.57142857142857,14.285714285714286,98.47142857142858,98.08571428571429,0.00,83.88,,0.00,0,79.40,1.36
2020-05-14,82.81,83.72,80.13,81.98,3240074,82.95,82.34,82.34,86.43,78.26,-12.47,-1.01,86.06,76.42,71.42857142857143,7.142857142857143,98.42857142857143,98.04285714285714,0.00,81.98,,0.00,0,79.85,1.58
2020-05-15,82.76,84.77,82.56,83.92,3138850,86.47,82.88,82.88,86.22,79.54,43.65,1.38,86.06,78.72,64.28571428571429,0.0,98.38571428571429,98.0,83.92,0.00,,0.00,0,80.32,1.53
2020-05-18,85.99,89.23,85.66,89.02,3940974,89.74,83.55,83.55,87.33,79.77,202.51,3.40,89.02,78.72,100.0,28.571428571428573,98.6,98.17142857142858,89.02,0.00,,87.33,100.0,80.81,1.92
2020-05-19,90.83,90.90,87.72,90.45,3950680,91.18,84.10,84.10,88.66,79.55,195.18,-0.42,90.45,78.72,100.0,21.428571428571427,98.6,98.12857142857143,90.45,0.00,,0.00,100.0,81.29,1.92
2020-05-20,89.98,92.35,89.36,91.90,2360937,91.59,84.55,84.55,89.95,79.15,190.58,2.09,91.90,78.72,100.0,14.285714285714286,98.6,98.08571428571429,91.90,0.00,91.90,0.00,100.0,81.76,1.15
2020-05-21,91.00,92.49,90.40,91.28,1537702,91.24,85.18,85.18,91.05,79.31,145.42,0.31,91.90,78.72,92.85714285714286,7.142857142857143,98.55714285714286,98.04285714285714,0.00,91.28,,0.00,0,82.22,0.75
2020-05-22,89.83,92.01,89.56,91.19,1768283,92.35,86.07,86.07,91.72,80.42,126.76,1.49,91.90,80.35,85.71428571428571,0.0,98.51428571428572,98.0,0.00,91.19,,-91.72,0,82.69,0.86
2020-05-25,92.04,93.56,91.06,93.51,1503189,94.69,86.94,86.94,92.89,80.99,154.69,1.57,93.51,80.35,100.0,7.142857142857143,98.6,98.04285714285714,93.51,0.00,,92.89,100.0,83.18,0.73
2020-05-26,94.99,96.24,94.19,95.87,2730936,96.15,88.05,88.05,94.23,81.86,177.06,0.92,95.87,81.98,100.0,0.0,98.6,98.0,95.87,0.00,,0.00,100.0,83.70,1.33
2020-05-27,96.12,98.38,95.63,96.43,2611695,96.49,89.07,89.07,95.50,82.63,160.20,0.32,96.43,81.98,100.0,35.714285714285715,98.6,98.21428571428571,96.43,0.00,,0.00,100.0,84.27,1.27
2020-05-28,96.96,97.10,95.67,96.54,2485258,96.27,89.82,89.82,96.69,82.94,136.92,-0.44,96.54,81.98,100.0,28.571428571428573,98.6,98.17142857142858,96.54,0.00,96.54,-96.69,100.0,84.91,1.21
2020-05-29,95.46,97.17,95.12,95.99,3760943,97.69,90.54,90.54,97.58,83.50,108.40,0.55,96.54,81.98,92.85714285714286,21.428571428571427,98.55714285714286,98.12857142857143,0.00,95.99,,0.00,0,85.62,1.83
2020-06-02,97.82,99.51,97.62,99.39,3405614,100.84,91.53,91.53,98.98,84.07,147.63,1.58,99.39,81.98,100.0,14.285714285714286,98.6,98.08571428571429,99.39,0.00,,98.98,100.0,86.41,1.66
2020-06-03,100.06,102.51,99.34,102.28,3392156,102.12,92.84,92.84,100.62,85.05,169.77,2.17,102.28,81.98,100.0,7.142857142857143,98.6,98.04285714285714,102.28,0.00,102.28,0.00,100.0,87.28,1.65
2020-06-04,101.71,103.21,101.03,101.95,3376997,103.85,94.27,94.27,101.41,87.12,150.57,0.24,102.28,83.92,92.85714285714286,0.0,98.55714285714286,98.0,0.00,101.95,,0.00,0,88.23,1.64
2020-06-05,103.17,106.16,102.75,105.75,3909266,105.55,95.83,95.83,102.87,88.78,197.17,2.44,105.75,89.02,100.0,0.0,98.6,98.0,105.75,0.00,105.75,0.00,100.0,89.25,1.90
2020-06-08,104.54,106.62,103.58,105.34,2340060,104.77,96.99,96.99,104.30,89.68,159.86,0.76,105.75,90.45,92.85714285714286,0.0,98.55714285714286,98.0,0.00,105.34,,0.00,0,90.31,1.14
2020-06-09,105.22,105.90,102.92,104.19,2855644,103.41,97.97,97.97,105.24,90.71,119.80,-0.99,105.75,91.19,85.71428571428571,0.0,98.51428571428572,98.0,0.00,104.19,,-105.24,0,91.41,1.39
2020-06-10,104.83,105.84,102.12,102.63,2476501,99.60,98.74,98.74,105.76,91.72,77.62,-2.14,105.75,91.19,78.57142857142857,14.285714285714286,98.47142857142858,98.08571428571429,0.00,102.63,,0.00,0,92.54,1.20
2020-06-11,99.65,99.65,96.56,96.56,4136708,96.29,99.12,99.12,105.54,92.69,-55.68,-3.20,105.75,91.19,71.42857142857143,7.142857142857143,98.42857142857143,98.04285714285714,0.00,96.56,,0.00,0,93.69,2.01
2020-06-12,95.60,98.63,94.99,96.02,3099229,95.48,99.46,99.46,105.21,93.71,-83.83,0.44,105.75,93.51,64.28571428571429,0.0,98.38571428571429,98.0,0.00,96.02,,0.00,0,94.84,1.51
2020-06-15,92.72,95.95,92.37,94.94,2298126,96.84,99.56,99.56,105.11,94.02,-116.73,2.34,105.75,94.94,57.142857142857146,0.0,98.34285714285714,98.0,0.00,94.94,,0.00,0,95.96,1.12
2020-06-16,97.27,99.84,96.31,98.73,3770358,99.24,99.77,99.77,105.12,94.41,-27.10,1.48,105.75,94.94,50.0,92.85714285714286,98.3,98.55714285714286,98.73,0.00,,0.00,0,97.03,1.83
2020-06-17,98.75,100.95,98.30,99.75,2369804,99.89,100.00,100.00,105.19,94.82,-6.86,1.00,105.75,94.94,42.857142857142854,85.71428571428571,98.25714285714285,98.51428571428572,99.75,0.00,,0.00,0,98.02,1.15
2020-06-18,99.18,101.87,98.89,100.02,2449420,100.59,100.25,100.25,105.25,95.26,-6.52,0.84,105.75,94.94,35.714285714285715,78.57142857142857,98.21428571428571,98.47142857142858,100.02,0.00,,0.00,0,98.89,1.19
2020-06-19,100.33,102.20,100.13,101.15,6638775,100.56,100.62,100.62,105.32,95.92,15.76,0.81,105.75,94.94,28.571428571428573,71.42857142857143,98.17142857142858,98.42857142857143,101.15,0.00,101.15,0.00,0,99.61,3.23
2020-06-22,100.33,101.44,99.32,99.96,1857497,100.64,100.66,100.66,105.34,95.98,-21.01,-0.37,105.75,94.94,21.428571428571427,64.28571428571429,98.12857142857143,98.38571428571429,0.00,99.96,,0.00,0,100.14,0.90
2020-06-23,100.43,102.61,99.84,101.32,2075756,99.99,100.59,100.59,105.24,95.95,21.91,0.88,105.75,94.94,14.285714285714286,57.142857142857146,98.08571428571429,98.34285714285714,101.32,0.00,101.32,0.00,0,100.47,1.01
2020-06-24,101.09,101.65,98.62,98.65,1463959,99.07,100.36,100.36,105.02,95.70,-51.30,-2.47,105.75,94.94,7.142857142857143,50.0,98.04285714285714,98.3,0.00,98.65,,0.00,0,100.61,0.71
2020-06-25,98.30,100.21,97.18,99.49,1764133,99.36,99.91,99.91,104.04,95.78,-14.27,1.20,105.34,94.94,0.0,42.857142857142854,98.0,98.25714285714285,99.49,0.00,99.49,0.00,0,100.59,0.86
2020-06-26,100.64,102.06,99.22,99.22,1625039,100.13,99.47,99.47,102.97,95.97,-10.14,-1.43,104.19,94.94,0.0,35.714285714285715,98.0,98.21428571428571,0.00,99.22,,0.00,0,100.44,0.79
2020-06-29,98.69,102.08,98.69,101.03,2070067,101.55,99.25,99.25,102.27,96.22,82.43,2.32,102.63,94.94,0.0,28.571428571428573,98.0,98.17142857142858,101.03,0.00,,0.00,0,100.21,1.01
2020-06-30,101.23,102.36,100.52,102.06,1784282,101.69,99.21,99.21,102.14,96.27,135.99,0.81,102.06,94.94,0.0,21.428571428571427,98.0,98.12857142857143,102.06,0.00,102.06,0.00,0,99.96,0.87
2020-07-01,100.70,102.53,100.10,101.32,1411517,102.57,99.55,99.55,102.38,96.72,87.76,0.61,102.06,94.94,92.85714285714286,14.285714285714286,98.55714285714286,98.08571428571429,0.00,101.32,,0.00,0,99.75,0.69
2020-07-02,102.36,104.69,101.79,103.82,1906678,103.57,100.10,100.10,102.97,97.24,181.43,1.41,103.82,94.94,100.0,7.142857142857143,98.6,98.04285714285714,103.82,0.00,103.82,102.97,100.0,99.61,0.93
