Date,Open,High,Low,Close,Volume,Closen,sma,bbm,bbh,bbl,CCI,CloseOpen_g,rmax,rmin,Close_ah,Close_al,Close_ah_2,Close_al_2,Close_r,Close_f,Close_rp,Closebbh_c,Close_ah100_v,Close_74,vol
2020-02-12,106.97,107.19,106.16,106.76,1609044,105.58,107.73,107.73,110.46,105.01,-50.13,-0.20,110.95,104.64,35.0,65.0,98.21,98.39,106.76,0.00,106.76,0.00,0,108.41,0.78
2020-02-13,106.33,106.99,104.13,104.40,2634244,104.16,107.49,107.49,110.36,104.63,-151.16,-1.85,110.95,104.40,30.0,100.0,98.18,98.6,0.00,104.40,,0.00,0,108.08,1.28
2020-02-14,104.54,104.93,103.74,103.92,1801701,104.51,107.18,107.18,110.11,104.25,-155.79,-0.60,110.95,103.92,25.0,100.0,98.15,98.6,0.00,103.92,,0.00,0,107.74,0.88
2020-02-17,103.90,105.24,103.68,105.10,1254924,104.60,106.94,106.94,109.80,104.09,-90.29,1.14,110.95,103.92,20.0,95.0,98.12,98.57,105.10,0.00,105.10,0.00,0,107.40,0.61
2020-02-18,104.07,104.36,103.35,104.09,1545626,104.11,106.63,106.63,109.40,103.87,-128.68,0.02,110.95,103.92,15.0,90.0,98.09,98.54,0.00,104.09,,0.00,0,107.07,0.75
2020-02-19,104.29,104.68,103.53,104.13,1511304,103.82,106.38,106.38,109.12,103.64,-115.01,-0.15,110.95,103.92,10.0,85.0,98.06,98.51,104.13,0.00,104.13,0.00,0,106.76,0.73
2020-02-20,104.03,104.85,103.51,103.51,1559382,103.07,106.12,106.12,108.88,103.36,-132.19,-0.50,110.95,103.51,5.0,100.0,98.03,98.6,0.00,103.51,,0.00,0,106.49,0.76
2020-02-21,103.08,103.72,101.89,102.63,2606282,100.47,105.70,105.70,108.18,103.23,-173.84,-0.44,109.44,102.63,0.0,100.0,98.0,98.6,0.00,102.63,,0.00,0,106.26,1.27
2020-02-24,99.86,100.12,97.64,98.30,3847769,97.51,105.22,105.22,108.49,101.94,-295.61,-1.59,109.44,98.30,10.0,100.0,98.06,98.6,0.00,98.30,,0.00,0,106.03,1.87
2020-02-25,98.60,98.75,96.43,96.71,3390545,96.34,104.62,104.62,108.67,100.58,-274.19,-1.95,109.44,96.71,5.0,100.0,98.03,98.6,0.00,96.71,,0.00,0,105.82,1.65
2020-02-26,96.01,96.82,93.36,95.97,5193684,95.09,103.95,103.95,108.50,99.40,-245.41,-0.04,107.01,95.97,0.0,100.0,98.0,98.6,0.00,95.97,,0.00,0,105.61,2.53
2020-02-27,94.02,95.02,92.04,94.21,5478110,92.51,103.31,103.31,108.67,97.95,-237.81,0.20,106.99,94.21,0.0,100.0,98.0,98.6,0.00,94.21,,0.00,0,105.36,2.66
2020-02-28,90.57,91.74,88.57,90.80,8886250,90.04,102.60,102.60,109.19,96.00,-250.46,0.25,106.99,90.80,15.0,100.0,98.09,98.6,0.00,90.80,,0.00,0,105.06,4.32
2020-03-02,90.60,92.80,88.07,89.28,6264869,89.45,101.83,101.83,109.59,94.08,-226.56,-1.48,106.99,89.28,10.0,100.0,98.06,98.6,0.00,89.28,,0.00,0,104.67,3.05
2020-03-03,89.78,92.05,88.92,89.62,5231469,89.61,101.00,101.00,109.48,92.51,-187.66,-0.18,106.99,89.28,5.0,95.0,98.03,98.57,89.62,0.00,89.62,0.00,0,104.19,2.54
2020-03-04,89.52,90.08,88.68,89.59,3976765,88.68,100.13,100.13,109.08,91.17,-164.73,0.08,106.76,89.28,0.0,90.0,98.0,98.54,0.00,89.59,,0.00,0,103.58,1.93
2020-03-05,90.02,90.19,86.80,87.76,4184946,86.34,99.22,99.22,108.75,89.69,-168.33,-2.58,106.76,87.76,20.0,100.0,98.12,98.6,0.00,87.76,,0.00,0,102.83,2.03
2020-03-06,85.74,86.78,84.32,84.92,5704584,81.67,98.19,98.19,108.47,87.91,-180.73,-0.97,106.76,84.92,15.0,100.0,98.09,98.6,0.00,84.92,,0.00,0,101.94,2.77
2020-03-09,77.94,81.02,77.00,78.42,9682024,78.17,96.84,96.84,108.53,85.14,-220.52,0.61,106.76,78.42,10.0,100.0,98.06,98.6,0.00,78.42,,0.00,0,100.90,4.71
2020-03-10,79.43,82.32,77.80,77.92,8586149,77.79,95.40,95.40,108.03,82.77,-193.79,-1.94,106.76,77.92,5.0,100.0,98.03,98.6,0.00,77.92,,0.00,0,99.71,4.17
