Date,Open,High,Low,Close,Volume,Closen,sma,bbm,bbh,bbl,CCI,CloseOpen_g,rmax,rmin,Close_ah,Close_al,Close_ah_2,Close_al_2,Close_r,Close_f,Close_rp,Closebbh_c,Close_ah100_v,Close_74,vol
2020-02-04,105.43,106.30,105.06,106.30,2333942,106.65,107.00,107.00,109.51,104.49,-39.04,0.82,109.44,104.64,0.0,85.71428571428571,98.0,98.51428571428572,106.30,0.00,,0.00,0,,1.13
2020-02-05,104.60,107.60,103.85,106.99,3891885,106.44,106.85,106.85,109.28,104.42,7.98,2.23,109.44,104.64,28.571428571428573,71.42857142857143,98.17142857142858,98.42857142857143,106.99,0.00,106.99,0.00,0,109.42,1.89
2020-02-06,108.03,108.14,105.14,105.88,3209423,105.70,106.47,106.47,108.70,104.25,-37.22,-2.03,109.44,104.64,14.285714285714286,57.142857142857146,98.08571428571429,98.34285714285714,0.00,105.88,,0.00,0,109.31,1.56
2020-02-07,105.61,106.27,104.95,105.51,2464001,105.51,105.91,105.91,107.20,104.62,-43.56,-0.09,107.01,104.64,0.0,42.857142857142854,98.0,98.25714285714285,0.00,105.51,,0.00,0,109.15,1.20
2020-02-10,105.22,105.96,105.12,105.51,1568163,106.07,105.70,105.70,106.79,104.60,-23.69,0.27,106.99,104.64,0.0,28.571428571428573,98.0,98.17142857142858,0.00,0.00,,0.00,0,108.95,0.76
2020-02-11,105.81,107.11,104.75,106.62,2472888,106.69,105.92,105.92,107.03,104.81,88.30,0.76,106.99,104.64,42.857142857142854,14.285714285714286,98.25714285714285,98.08571428571429,106.62,0.00,,0.00,0,108.70,1.20
2020-02-12,106.97,107.19,106.16,106.76,1609044,105.58,106.22,106.22,107.07,105.38,88.99,-0.20,106.99,105.51,28.571428571428573,0.0,98.17142857142858,98.0,106.76,0.00,106.76,0.00,0,108.41,0.78
2020-02-13,106.33,106.99,104.13,104.40,2634244,104.16,105.95,105.95,107.23,104.68,-170.43,-1.85,106.99,104.40,14.285714285714286,100.0,98.08571428571429,98.6,0.00,104.40,,0.00,0,108.08,1.28
2020-02-14,104.54,104.93,103.74,103.92,1801701,104.51,105.51,105.51,106.99,104.04,-150.97,-0.60,106.76,103.92,0.0,100.0,98.0,98.6,0.00,103.92,,0.00,0,107.74,0.88
2020-02-17,103.90,105.24,103.68,105.10,1254924,104.60,105.40,105.40,106.88,103.93,-28.78,1.14,106.76,103.92,57.142857142857146,85.71428571428571,98.34285714285714,98.51428571428572,105.10,0.00,105.10,0.00,0,107.40,0.61
2020-02-18,104.07,104.36,103.35,104.09,1545626,104.11,105.20,105.20,106.82,103.58,-95.73,0.02,106.76,103.92,42.857142857142854,71.42857142857143,98.25714285714285,98.42857142857143,0.00,104.09,,0.00,0,107.07,0.75
2020-02-19,104.29,104.68,103.53,104.13,1511304,103.82,105.00,105.00,106.70,103.30,-71.90,-0.15,106.76,103.92,28.571428571428573,57.142857142857146,98.17142857142858,98.34285714285714,104.13,0.00,104.13,0.00,0,106.76,0.73
2020-02-20,104.03,104.85,103.51,103.51,1559382,103.07,104.56,104.56,106.08,103.04,-96.56,-0.50,106.76,103.51,14.285714285714286,100.0,98.08571428571429,98.6,0.00,103.51,,0.00,0,106.49,0.76
2020-02-21,103.08,103.72,101.89,102.63,2606282,100.47,103.97,103.97,105.04,102.90,-174.97,-0.44,105.10,102.63,0.0,100.0,98.0,98.6,0.00,102.63,,0.00,0,106.26,1.27
2020-02-24,99.86,100.12,97.64,98.30,3847769,97.51,103.10,103.10,106.24,99.96,-214.03,-1.59,105.10,98.30,28.571428571428573,100.0,98.17142857142858,98.6,0.00,98.30,,0.00,0,106.03,1.87
2020-02-25,98.60,98.75,96.43,96.71,3390545,96.34,102.07,102.07,106.60,97.54,-165.54,-1.95,105.10,96.71,14.285714285714286,100.0,98.08571428571429,98.6,0.00,96.71,,0.00,0,105.82,1.65
2020-02-26,96.01,96.82,93.36,95.97,5193684,95.09,100.76,100.76,105.84,95.69,-132.17,-0.04,104.13,95.97,0.0,100.0,98.0,98.6,0.00,95.97,,0.00,0,105.61,2.53
2020-02-27,94.02,95.02,92.04,94.21,5478110,92.51,99.35,99.35,104.98,93.73,-127.98,0.20,104.13,94.21,14.285714285714286,100.0,98.08571428571429,98.6,0.00,94.21,,0.00,0,105.36,2.66
2020-02-28,90.57,91.74,88.57,90.80,8886250,90.04,97.45,97.45,103.75,91.14,-147.57,0.25,103.51,90.80,0.0,100.0,98.0,98.6,0.00,90.80,,0.00,0,105.06,4.32
2020-03-02,90.60,92.80,88.07,89.28,6264869,89.45,95.41,95.41,101.75,89.08,-135.62,-1.48,102.63,89.28,0.0,100.0,98.0,98.6,0.00,89.28,,0.00,0,104.67,3.05
2020-03-03,89.78,92.05,88.92,89.62,5231469,89.61,93.56,93.56,98.67,88.44,-107.73,-0.18,98.30,89.28,0.0,85.71428571428571,98.0,98.51428571428572,89.62,0.00,89.62,0.00,0,104.19,2.54
2020-03-04,89.52,90.08,88.68,89.59,3976765,88.68,92.31,92.31,96.83,87.79,-84.35,0.08,96.71,89.28,0.0,71.42857142857143,98.0,98.42857142857143,0.00,89.59,,0.00,0,103.58,1.93
2020-03-05,90.02,90.19,86.80,87.76,4184946,86.34,91.03,91.03,95.17,86.90,-110.76,-2.58,95.97,87.76,0.0,100.0,98.0,98.6,0.00,87.76,,0.00,0,102.83,2.03
2020-03-06,85.74,86.78,84.32,84.92,5704584,81.67,89.45,89.45,93.41,85.50,-160.42,-0.97,94.21,84.92,0.0,100.0,98.0,98.6,0.00,84.92,,0.00,0,101.94,2.77
2020-03-09,77.94,81.02,77.00,78.42,9682024,78.17,87.20,87.20,93.23,81.16,-203.68,0.61,90.80,78.42,0.0,100.0,98.0,98.6,0.00,78.42,,0.00,0,100.90,4.71
2020-03-10,79.43,82.32,77.80,77.92,8586149,77.79,85.36,85.36,92.61,78.11,-143.65,-1.94,89.62,77.92,0.0,100.0,98.0,98.6,0.00,77.92,,0.00,0,99.71,4.17
2020-03-11,78.92,80.41,77.07,77.66,6880594,72.73,83.70,83.70,91.48,75.91,-108.61,-1.62,89.62,77.66,14.285714285714286,100.0,98.08571428571429,98.6,0.00,77.66,,0.00,0,98.40,3.35
2020-03-12,74.04,74.65,67.80,67.80,12147550,67.80,80.58,80.58,91.05,70.12,-171.01,-9.20,89.59,67.80,0.0,100.0,98.0,98.6,0.00,67.80,,0.00,0,96.98,5.91
2020-03-13,69.84,73.93,66.21,67.80,10496509,66.01,77.47,77.47,88.15,66.78,-126.67,-3.01,87.76,67.80,0.0,100.0,98.0,98.6,0.00,0.00,,0.00,0,95.45,5.10
2020-03-16,63.81,66.71,60.97,64.22,11022132,65.07,74.11,74.11,84.64,63.57,-131.33,0.64,84.92,64.22,0.0,100.0,98.0,98.6,0.00,64.22,,0.00,0,93.83,5.36
2020-03-17,67.49,67.63,61.87,65.91,7881269,62.61,71.39,71.39,80.22,62.56,-86.90,-2.40,78.42,64.22,0.0,85.71428571428571,98.0,98.51428571428572,65.91,0.00,65.91,0.00,0,92.12,3.83
2020-03-18,63.33,63.79,58.69,59.31,7902696,59.32,68.66,68.66,78.27,59.05,-136.16,-6.78,77.92,59.31,0.0,100.0,98.0,98.6,0.00,59.31,,0.00,0,90.31,3.84
2020-03-19,59.19,62.84,57.26,59.32,5501206,62.30,66.00,66.00,74.76,57.24,-106.79,0.22,77.66,59.31,0.0,85.71428571428571,98.0,98.51428571428572,59.32,0.00,,0.00,0,88.40,2.67
2020-03-20,62.88,67.20,62.63,65.27,8720991,65.72,64.23,64.23,69.27,59.19,28.82,3.66,67.80,59.31,0.0,71.42857142857143,98.0,98.42857142857143,65.27,0.00,,0.00,0,86.37,4.24
2020-03-23,62.35,68.78,61.38,66.16,5973070,69.99,64.00,64.00,68.72,59.27,64.06,5.76,67.80,59.31,14.285714285714286,57.142857142857146,98.08571428571429,98.34285714285714,66.16,0.00,,0.00,0,84.21,2.90
2020-03-24,70.60,73.81,69.85,73.81,6895731,74.15,64.86,64.86,71.74,57.98,182.14,4.35,73.81,59.31,100.0,42.857142857142854,98.6,98.25714285714285,73.81,0.00,,71.74,100.0,81.96,3.35
2020-03-25,75.70,76.48,71.26,74.48,5656416,74.62,66.32,66.32,74.84,57.80,134.07,-1.64,74.48,59.31,100.0,28.571428571428573,98.6,98.17142857142858,74.48,0.00,,-74.84,100.0,79.64,2.75
2020-03-26,72.58,75.18,72.15,74.76,4670634,72.92,67.59,67.59,77.18,57.99,104.64,2.92,74.76,59.31,100.0,14.285714285714286,98.6,98.08571428571429,74.76,0.00,74.76,0.00,100.0,77.33,2.27
2020-03-27,72.97,74.12,70.41,71.07,4682288,72.20,69.27,69.27,77.47,61.07,30.78,-2.67,74.76,59.32,85.71428571428571,0.0,98.51428571428572,98.0,0.00,71.07,,0.00,0,75.09,2.28
2020-03-30,71.56,73.32,70.26,73.32,3165604,74.40,71.27,71.27,76.85,65.69,51.51,2.40,74.76,65.27,71.42857142857143,0.0,98.42857142857143,98.0,73.32,0.00,,0.00,0,73.02,1.54
2020-03-31,74.34,76.90,73.42,75.48,5078327,73.80,72.73,72.73,77.23,68.22,85.56,1.51,75.48,66.16,100.0,0.0,98.6,98.0,75.48,0.00,75.48,0.00,100.0,71.23,2.47
2020-04-01,73.07,73.39,71.52,72.12,4274737,73.28,73.58,73.58,75.74,71.41,-94.17,-1.32,75.48,71.07,85.71428571428571,0.0,98.51428571428572,98.0,0.00,72.12,,0.00,0,69.79,2.08
2020-04-02,72.05,75.16,71.80,74.43,5029019,74.40,73.67,73.67,75.88,71.45,48.37,3.20,75.48,71.07,71.42857142857143,42.857142857142854,98.42857142857143,98.25714285714285,74.43,0.00,74.43,0.00,0,68.78,2.45
2020-04-03,74.17,75.38,73.72,74.37,3277516,77.13,73.65,73.65,75.85,71.45,45.82,0.27,75.48,71.07,57.142857142857146,28.571428571428573,98.34285714285714,98.17142857142858,0.00,74.37,,0.00,0,68.19,1.59
2020-04-06,77.84,79.95,77.46,79.89,3990445,81.10,74.38,74.38,78.37,70.39,193.18,2.57,79.89,71.07,100.0,14.285714285714286,98.6,98.08571428571429,79.89,0.00,,78.37,100.0,68.03,1.94
2020-04-07,82.68,84.46,81.90,82.31,5116911,81.04,75.99,75.99,81.18,70.79,170.40,-0.45,82.31,72.12,100.0,0.0,98.6,98.0,82.31,0.00,82.31,0.00,100.0,68.25,2.49
2020-04-08,81.39,81.39,78.42,79.77,3876088,79.51,76.91,76.91,82.14,71.68,76.52,-2.03,82.31,72.12,85.71428571428571,28.571428571428573,98.51428571428572,98.17142857142858,0.00,79.77,,-82.14,0,68.79,1.88
2020-04-09,80.63,81.69,78.34,79.25,4318461,79.96,77.45,77.45,82.72,72.17,47.80,-1.74,82.31,72.12,71.42857142857143,14.285714285714286,98.42857142857143,98.08571428571429,0.00,79.25,,0.00,0,69.54,2.10
2020-04-14,80.51,81.55,79.26,80.66,2715462,78.60,78.67,78.67,82.97,74.36,64.77,0.19,82.31,74.37,57.142857142857146,0.0,98.34285714285714,98.0,80.66,0.00,80.66,0.00,0,70.43,1.32
2020-04-15,80.67,80.74,76.01,76.54,3960255,76.17,78.97,78.97,82.70,75.24,-91.15,-5.40,82.31,74.37,42.857142857142854,14.285714285714286,98.25714285714285,98.08571428571429,0.00,76.54,,0.00,0,71.38,1.93
2020-04-16,77.40,77.61,75.22,75.79,3380510,77.12,79.17,79.17,82.37,75.97,-148.10,-2.12,82.31,75.79,28.571428571428573,0.0,98.17142857142858,98.0,0.00,75.79,,0.00,0,72.35,1.64
2020-04-17,78.43,80.43,78.17,78.44,4552456,78.65,78.97,78.97,82.15,75.78,-23.12,0.01,82.31,75.79,14.285714285714286,85.71428571428571,98.08571428571429,98.51428571428572,78.44,0.00,,0.00,0,73.28,2.21
2020-04-20,79.34,79.55,76.45,78.86,2780457,77.20,78.47,78.47,80.91,76.04,22.26,-0.61,80.66,75.79,0.0,71.42857142857143,98.0,98.42857142857143,78.86,0.00,78.86,0.00,0,74.15,1.35
2020-04-21,78.01,78.12,74.80,75.54,3603011,76.26,77.87,77.87,80.58,75.16,-120.20,-3.27,80.66,75.54,28.571428571428573,100.0,98.17142857142858,98.6,0.00,75.54,,0.00,0,74.96,1.75
2020-04-22,76.29,77.22,75.61,76.98,2791824,77.55,77.54,77.54,80.14,74.95,-30.41,0.90,80.66,75.54,14.285714285714286,85.71428571428571,98.08571428571429,98.51428571428572,76.98,0.00,,0.00,0,75.69,1.36
2020-04-23,77.26,78.47,76.18,78.11,2693909,77.27,77.18,77.18,79.02,75.34,70.82,1.09,78.86,75.54,0.0,71.42857142857143,98.0,98.42857142857143,78.11,0.00,78.11,0.00,0,76.34,1.31
2020-04-24,76.87,78.32,76.29,76.42,2830696,78.04,77.16,77.16,79.02,75.31,-56.12,-0.59,78.86,75.54,42.857142857142854,57.142857142857146,98.25714285714285,98.34285714285714,0.00,76.42,,0.00,0,76.89,1.38
2020-04-27,78.14,79.68,77.79,79.65,2691959,81.18,77.71,77.71,79.75,75.68,133.13,1.90,79.65,75.54,100.0,42.857142857142854,98.6,98.25714285714285,79.65,0.00,,0.00,100.0,77.34,1.31
2020-04-28,79.65,83.40,79.55,82.70,4364395,84.15,78.32,78.32,81.68,74.97,182.74,3.69,82.70,75.54,100.0,28.571428571428573,98.6,98.17142857142858,82.70,0.00,,81.68,100.0,77.68,2.12
2020-04-29,82.72,86.00,82.32,85.60,3449532,84.05,79.29,79.29,84.42,74.15,172.28,3.36,85.60,75.54,100.0,14.285714285714286,98.6,98.08571428571429,85.60,0.00,85.60,0.00,100.0,77.91,1.68
2020-04-30,86.51,86.70,82.09,82.50,4575460,80.61,80.28,80.28,85.06,75.50,65.00,-4.86,85.60,76.42,85.71428571428571,0.0,98.51428571428572,98.0,0.00,82.50,,-85.06,0,78.05,2.22
2020-05-04,80.28,80.53,78.15,78.72,3778433,80.04,80.53,80.53,85.00,76.06,-56.68,-1.98,85.60,76.42,71.42857142857143,28.571428571428573,98.42857142857143,98.17142857142858,0.00,78.72,,0.00,0,78.12,1.84
2020-05-05,80.28,81.49,79.22,81.35,2710532,80.85,80.99,80.99,85.21,76.78,11.91,1.32,85.60,76.42,57.142857142857146,14.285714285714286,98.34285714285714,98.08571428571429,81.35,0.00,81.35,0.00,0,78.16,1.32
2020-05-06,81.45,81.70,79.99,80.35,1991219,81.25,81.55,81.55,84.77,78.33,-52.31,-1.37,85.60,78.72,42.857142857142854,0.0,98.25714285714285,98.0,0.00,80.35,,0.00,0,78.20,0.97
2020-05-07,79.64,82.14,79.40,82.14,2584259,84.10,81.91,81.91,84.91,78.91,10.80,3.04,85.60,78.72,28.571428571428573,57.142857142857146,98.17142857142858,98.34285714285714,82.14,0.00,,0.00,0,78.29,1.26
2020-05-08,85.26,87.80,83.88,86.06,4559752,85.96,82.39,82.39,86.12,78.66,137.85,0.93,86.06,78.72,100.0,42.857142857142854,98.6,98.25714285714285,86.06,0.00,86.06,0.00,100.0,78.45,2.22
2020-05-11,87.09,87.80,85.07,85.86,2753249,85.73,82.43,82.43,86.23,78.62,126.41,-1.43,86.06,78.72,85.71428571428571,28.571428571428573,98.51428571428572,98.17142857142858,0.00,85.86,,0.00,0,78.69,1.34
2020-05-12,85.23,86.08,84.47,85.60,2292179,84.74,82.87,82.87,87.03,78.71,91.92,0.43,86.06,78.72,71.42857142857143,14.285714285714286,98.42857142857143,98.08571428571429,0.00,85.60,,0.00,0,79.01,1.11
2020-05-13,84.29,84.97,83.08,83.88,2788298,82.93,83.61,83.61,86.89,80.32,11.70,-0.49,86.06,80.35,57.142857142857146,0.0,98.34285714285714,98.0,0.00,83.88,,0.00,0,79.40,1.36
2020-05-14,82.81,83.72,80.13,81.98,3240074,82.95,83.70,83.70,86.85,80.54,-76.11,-1.01,86.06,80.35,42.857142857142854,14.285714285714286,98.25714285714285,98.08571428571429,0.00,81.98,,0.00,0,79.85,1.58
2020-05-15,82.76,84.77,82.56,83.92,3138850,86.47,84.21,84.21,86.60,81.81,-16.72,1.38,86.06,81.98,28.571428571428573,0.0,98.17142857142858,98.0,83.92,0.00,,0.00,0,80.32,1.53
2020-05-18,85.99,89.23,85.66,89.02,3940974,89.74,85.19,85.19,88.30,82.08,172.28,3.40,89.02,81.98,100.0,71.42857142857143,98.6,98.42857142857143,89.02,0.00,,88.30,100.0,80.81,1.92
2020-05-19,90.83,90.90,87.72,90.45,3950680,91.18,85.82,85.82,90.01,81.62,154.70,-0.42,90.45,81.98,100.0,57.142857142857146,98.6,98.34285714285714,90.45,0.00,,0.00,100.0,81.29,1.92
2020-05-20,89.98,92.35,89.36,91.90,2360937,91.59,86.68,86.68,91.97,81.39,138.20,2.09,91.90,81.98,100.0,42.857142857142854,98.6,98.25714285714285,91.90,0.00,91.90,-91.97,100.0,81.76,1.15
2020-05-21,91.00,92.49,90.40,91.28,1537702,91.24,87.49,87.49,93.24,81.74,92.35,0.31,91.90,81.98,85.71428571428571,28.571428571428573,98.51428571428572,98.17142857142858,0.00,91.28,,0.00,0,82.22,0.75
2020-05-22,89.83,92.01,89.56,91.19,1768283,92.35,88.53,88.53,94.08,82.99,67.07,1.49,91.90,81.98,71.42857142857143,14.285714285714286,98.42857142857143,98.08571428571429,0.00,91.19,,0.00,0,82.69,0.86
2020-05-25,92.04,93.56,91.06,93.51,1503189,94.69,90.18,90.18,94.49,85.87,108.10,1.57,93.51,83.92,100.0,0.0,98.6,98.0,93.51,0.00,,0.00,100.0,83.18,0.73
2020-05-26,94.99,96.24,94.19,95.87,2730936,96.15,91.89,91.89,95.00,88.78,179.14,0.92,95.87,89.02,100.0,0.0,98.6,98.0,95.87,0.00,,95.00,100.0,83.70,1.33
2020-05-27,96.12,98.38,95.63,96.43,2611695,96.49,92.95,92.95,96.29,89.61,145.90,0.32,96.43,90.45,100.0,0.0,98.6,98.0,96.43,0.00,,0.00,100.0,84.27,1.27
2020-05-28,96.96,97.10,95.67,96.54,2485258,96.27,93.82,93.82,97.23,90.41,111.84,-0.44,96.54,91.19,100.0,0.0,98.6,98.0,96.54,0.00,96.54,-97.23,100.0,84.91,1.21
2020-05-29,95.46,97.17,95.12,95.99,3760943,97.69,94.40,94.40,97.74,91.06,66.52,0.55,96.54,91.19,85.71428571428571,28.571428571428573,98.51428571428572,98.17142857142858,0.00,95.99,,0.00,0,85.62,1.83
2020-06-02,97.82,99.51,97.62,99.39,3405614,100.84,95.56,95.56,99.17,91.95,148.40,1.58,99.39,91.19,100.0,14.285714285714286,98.6,98.08571428571429,99.39,0.00,,99.17,100.0,86.41,1.66
2020-06-03,100.06,102.51,99.34,102.28,3392156,102.12,97.14,97.14,101.12,93.17,180.71,2.17,102.28,93.51,100.0,0.0,98.6,98.0,102.28,0.00,102.28,0.00,100.0,87.28,1.65
2020-06-04,101.71,103.21,101.03,101.95,3376997,103.85,98.35,98.35,102.32,94.38,127.06,0.24,102.28,95.87,85.71428571428571,0.0,98.51428571428572,98.0,0.00,101.95,,-102.32,0,88.23,1.64
2020-06-05,103.17,106.16,102.75,105.75,3909266,105.55,99.76,99.76,104.96,94.56,161.17,2.44,105.75,95.99,100.0,0.0,98.6,98.0,105.75,0.00,105.75,104.96,100.0,89.25,1.90
2020-06-08,104.54,106.62,103.58,105.34,2340060,104.77,101.03,101.03,106.50,95.57,110.25,0.76,105.75,95.99,85.71428571428571,28.571428571428573,98.51428571428572,98.17142857142858,0.00,105.34,,-106.50,0,90.31,1.14
2020-06-09,105.22,105.90,102.92,104.19,2855644,103.41,102.13,102.13,107.01,97.25,59.18,-0.99,105.75,95.99,71.42857142857143,14.285714285714286,98.42857142857143,98.08571428571429,0.00,104.19,,0.00,0,91.41,1.39
2020-06-10,104.83,105.84,102.12,102.63,2476501,99.60,103.08,103.08,106.16,99.99,-20.20,-2.14,105.75,99.39,57.142857142857146,0.0,98.34285714285714,98.0,0.00,102.63,,0.00,0,92.54,1.20
2020-06-11,99.65,99.65,96.56,96.56,4136708,96.29,102.67,102.67,106.98,98.36,-198.40,-3.20,105.75,96.56,42.857142857142854,100.0,98.25714285714285,98.6,0.00,96.56,,0.00,0,93.69,2.01
2020-06-12,95.60,98.63,94.99,96.02,3099229,95.48,101.78,101.78,107.36,96.19,-144.37,0.44,105.75,96.02,28.571428571428573,100.0,98.17142857142858,98.6,0.00,96.02,,0.00,0,94.84,1.51
2020-06-15,92.72,95.95,92.37,94.94,2298126,96.84,100.78,100.78,107.42,94.13,-122.97,2.34,105.75,94.94,14.285714285714286,100.0,98.08571428571429,98.6,0.00,94.94,,0.00,0,95.96,1.12
2020-06-16,97.27,99.84,96.31,98.73,3770358,99.24,99.77,99.77,105.70,93.85,-24.64,1.48,105.34,94.94,0.0,85.71428571428571,98.0,98.51428571428572,98.73,0.00,,0.00,0,97.03,1.83
2020-06-17,98.75,100.95,98.30,99.75,2369804,99.89,98.97,98.97,103.83,94.12,22.38,1.00,104.19,94.94,0.0,71.42857142857143,98.0,98.42857142857143,99.75,0.00,,0.00,0,98.02,1.15
2020-06-18,99.18,101.87,98.89,100.02,2449420,100.59,98.38,98.38,102.15,94.61,60.98,0.84,102.63,94.94,0.0,57.142857142857146,98.0,98.34285714285714,100.02,0.00,,0.00,0,98.89,1.19
2020-06-19,100.33,102.20,100.13,101.15,6638775,100.56,98.17,98.17,101.44,94.90,127.65,0.81,101.15,94.94,0.0,42.857142857142854,98.0,98.25714285714285,101.15,0.00,101.15,0.00,0,99.61,3.23
2020-06-22,100.33,101.44,99.32,99.96,1857497,100.64,98.65,98.65,101.87,95.43,56.83,-0.37,101.15,94.94,85.71428571428571,28.571428571428573,98.51428571428572,98.17142857142858,0.00,99.96,,0.00,0,100.14,0.90
2020-06-23,100.43,102.61,99.84,101.32,2075756,99.99,99.41,99.41,102.43,96.39,88.56,0.88,101.32,94.94,100.0,14.285714285714286,98.6,98.08571428571429,101.32,0.00,101.32,0.00,100.0,100.47,1.01
2020-06-24,101.09,101.65,98.62,98.65,1463959,99.07,99.94,99.94,101.40,98.48,-123.56,-2.47,101.32,98.65,85.71428571428571,0.0,98.51428571428572,98.0,0.00,98.65,,0.00,0,100.61,0.71
2020-06-25,98.30,100.21,97.18,99.49,1764133,99.36,100.05,100.05,101.35,98.75,-60.03,1.20,101.32,98.65,71.42857142857143,85.71428571428571,98.42857142857143,98.51428571428572,99.49,0.00,99.49,0.00,0,100.59,0.86
2020-06-26,100.64,102.06,99.22,99.22,1625039,100.13,99.97,99.97,101.34,98.60,-76.89,-1.43,101.32,98.65,57.142857142857146,71.42857142857143,98.34285714285714,98.42857142857143,0.00,99.22,,0.00,0,100.44,0.79
2020-06-29,98.69,102.08,98.69,101.03,2070067,101.55,100.12,100.12,101.60,98.64,86.24,2.32,101.32,98.65,42.857142857142854,57.142857142857146,98.25714285714285,98.34285714285714,101.03,0.00,,0.00,0,100.21,1.01
2020-06-30,101.23,102.36,100.52,102.06,1784282,101.69,100.25,100.25,101.99,98.50,145.52,0.81,102.06,98.65,100.0,42.857142857142854,98.6,98.25714285714285,102.06,0.00,102.06,101.99,100.0,99.96,0.87
